Date,Open,High,Low,Close,Adj Close,Volume,SMA(Open) 10D,SMA(High) 10D,SMA(Low) 10D,SMA(Close) 10D,SMA(Adj Close) 10D,SMA(Volume) 10D,
2020-07-06,1805,1858,1792.099976,1851.800049,1845.862061,21697962,1805.000000,1858.000000,1792.099976,1851.800049,1845.862061,21697962.000000
2020-07-07,1860,1864.349976,1806.300049,1823.449951,1817.602905,16239990,1832.500000,1861.174988,1799.200012,1837.625000,1831.732483,18968976.000000
2020-07-08,1824.050049,1834.949951,1790,1798,1792.234497,12093186,1829.683350,1852.433309,1796.133342,1824.416667,1818.566488,16677046.000000
2020-07-09,1809,1835,1786.25,1824.25,1818.400391,16807336,1824.512512,1848.074982,1793.662506,1824.375000,1818.524964,16709618.500000
2020-07-10,1828.5,1884.599976,1824.25,1878.050049,1872.027832,20195218,1825.310010,1855.379981,1799.780005,1835.110010,1829.225537,17406738.400000
2020-07-13,1903.349976,1947.699951,1900,1935,1928.795166,32124262,1838.316671,1870.766642,1816.483337,1851.758341,1845.820475,19859659.000000
2020-07-14,1934,1941.699951,1887.300049,1917,1910.852905,31073305,1851.985718,1880.899972,1826.600011,1861.078578,1855.110822,21461608.428571
2020-07-15,1937.949951,1978.800049,1798,1844,1838.087036,64457578,1862.731247,1893.137482,1823.025009,1858.943756,1852.982849,26836104.625000
2020-07-16,1847,1869,1812.449951,1843.400024,1837.489014,28133826,1860.983331,1890.455539,1821.850003,1857.216675,1851.261312,26980295.888889,
2020-07-17,1845,1920,1838,1911.699951,1905.569824,22948894,1859.384998,1893.409985,1823.465002,1862.665002,1856.692163,26577155.700000,
2020-07-20,1917.800049,1932,1899.650024,1919.900024,1913.743652,16887635,1864.695457,1896.918169,1830.390914,1867.868186,1861.878662,25696290.181818,
2020-07-21,1939,1977,1936.5,1971.550049,1965.228027,19463004,1870.887502,1903.591655,1839.233337,1876.508341,1870.491109,25176849.666667,
2020-07-22,1983,2010,1960.699951,2004,1997.573975,27584518,1879.511540,1911.776912,1848.576923,1886.315392,1880.266714,25362054.923077
2020-07-23,2003.949951,2079.699951,1991.349976,2057.800049,2051.201416,26921017,1888.399998,1923.771415,1858.774998,1898.564296,1892.476336,25473409.357143
2020-07-24,2058,2163,2057.800049,2146.149902,2139.268066,55655668,1899.706665,1939.719987,1872.043335,1915.070003,1908.929118,27485559.933333
2020-07-27,2178.800049,2198.800049,2127.899902,2156.199951,2149.285889,37060665,1917.150002,1955.912491,1888.034370,1930.140625,1923.951416,28084004.000000
2020-07-28,2156.199951,2194,2150.649902,2177.699951,2170.716797,25435297,1931.211763,1969.917638,1903.482343,1944.702938,1938.467027,27928197.705882
2020-07-29,2177.899902,2182.800049,2070.449951,2096.649902,2089.926758,33534147,1944.916660,1981.744439,1912.758321,1953.144436,1946.881456,28239639.333333
2020-07-30,2099,2139.699951,2072,2108.850098,2102.087891,33623699,1953.026309,1990.057887,1921.139462,1961.339471,1955.050216,28523010.894737
2020-07-31,2114.5,2129,2052.800049,2067.100098,2060.47168,34593133,1961.099994,1997.004993,1927.722491,1966.627502,1960.321289,28826517.000000
2020-08-03,2051.300049,2057,2003.099976,2009,2002.557861,21559142,1965.395235,1999.861898,1931.311895,1968.645240,1962.332554,28480451.523810
2020-08-04,2020.599976,2167,2000.25,2150.600098,2143.703857,42476932,1967.904541,2007.459084,1934.445446,1976.915916,1970.576705,29116655.181818
2020-08-05,2169,2196,2118.300049,2126.449951,2119.631348,34404810,1976.647822,2015.656515,1942.439124,1983.417396,1977.057341,29346574.956522
2020-08-06,2157,2167.699951,2107.800049,2134.100098,2127.256836,22762545,1984.162496,2021.991659,1949.329163,1989.695841,1983.315654,29072240.375000
2020-08-07,2129.800049,2157.800049,2120.199951,2146.449951,2139.567139,15222303,1989.987998,2027.423994,1956.163994,1995.966006,1989.565713,28518242.880000
2020-08-10,2159.100098,2165,2108.100098,2119.850098,2113.05249,12441573,1996.492310,2032.715379,1962.007690,2000.730779,1994.315204,27899909.423077
2020-08-11,2134.800049,2160,2100.350098,2133.800049,2126.957764,21611256,2001.614818,2037.429624,1967.131483,2005.659270,1999.227892,27666996.333333
2020-08-12,2121,2145,2106.800049,2127.600098,2120.777832,13967116,2005.878575,2041.271423,1972.119646,2010.014300,2003.568961,27177714.892857
2020-08-13,2128,2138.899902,2110,2122.050049,2115.245361,11459190,2010.089659,2044.637923,1976.874141,2013.877601,2007.419871,26635696.793103
2020-08-14,2122.550049,2157,2089.25,2113.800049,2107.021973,15333164,2013.838338,2048.383325,1980.620003,2017.208350,2010.739941,26258945.700000
2020-08-17,2105,2105,2070.100098,2091.350098,2084.644043,14296834,2016.779037,2050.209670,1983.506458,2019.600019,2013.123945,25873071.129032
2020-08-18,2085,2134.300049,2082.350098,2118.550049,2111.756592,14097746,2018.910942,2052.837494,1986.595322,2022.692207,2016.206215,25505092.218750
2020-08-19,2141,2154,2121.350098,2131.550049,2124.715088,15731396,2022.610611,2055.903024,1990.678800,2025.990930,2019.494363,25208919.606061
2020-08-20,2120,2123.899902,2088,2097.050049,2090.325684,10401212,2025.475004,2057.902933,1993.541188,2028.080904,2021.577637,24773398.794118
2020-08-21,2118,2122,2077,2081.850098,2075.174316,11667129,2028.118576,2059.734277,1995.925726,2029.617167,2023.108970,24398933.942857
2020-08-24,2091.399902,2104.5,2070.5,2095.75,2089.029785,15098991,2029.876390,2060.977770,1997.997233,2031.454190,2024.940104,24140602.194444
2020-08-25,2106,2111.300049,2078,2082.100098,2075.423584,8947563,2031.933785,2062.337831,2000.159470,2032.822998,2026.304523,23729979.513514
2020-08-26,2085,2147.949951,2047,2137.300049,2130.446533,27630190,2033.330264,2064.590782,2001.392116,2035.572394,2029.045102,23832616.631579
2020-08-27,2148,2150,2103.25,2110.600098,2103.832275,12961252,2036.270514,2066.780762,2004.003856,2037.496181,2030.962722,23553863.692308
2020-08-28,2120,2132.899902,2106.25,2116.149902,2109.364258,12537520,2038.363751,2068.433740,2006.560010,2039.462524,2032.922760,23278455.100000
2020-08-31,2174,2174,2060.350098,2080.699951,2074.028076,28648125,2041.671952,2071.008527,2007.871963,2040.468315,2033.925329,23409422.658537
2020-09-01,2100,2122.399902,2062.399902,2087.25,2080.556885,17821397,2043.060715,2072.232131,2009.170247,2041.582165,2035.035604,23276374.428571
2020-09-02,2092,2138,2085,2128.199951,2121.375732,12437162,2044.198838,2073.761617,2010.933730,2043.596532,2037.043514,23024299.720930
2020-09-03,2128,2138.75,2103,2112.100098,2105.327393,8577634,2046.103410,2075.238625,2013.026145,2045.153431,2038.595420,22695966.409091
2020-09-04,2083.550049,2096.949951,2072.199951,2077.25,2070.589111,13141644,2046.935558,2075.721099,2014.341119,2045.866688,2039.306391,22483648.133333
2020-09-07,2084,2105.75,2044.25,2082.649902,2075.97168,10119064,2047.741306,2076.373901,2014.991312,2046.666324,2040.103463,22214852.826087
2020-09-08,2092,2121,2080.5,2107.100098,2100.343506,12643749,2048.682981,2077.323393,2016.385114,2047.952148,2041.385166,22011212.319149
2020-09-09,2085,2167.800049,2081.449951,2161.350098,2154.419434,25525961,2049.439585,2079.208323,2017.740631,2050.314606,2043.740046,22084436.250000
2020-09-10,2183.100098,2344.949951,2175.350098,2314,2306.579834,64750460,2052.167351,2084.631622,2020.957151,2055.695940,2049.104124,22955171.428571
2020-09-11,2312,2337.850098,2287.100098,2319.75,2312.311523,27445768,2057.364004,2089.695991,2026.280010,2060.977022,2054.368272,23044983.360000
2020-09-14,2325,2360,2282,2302.550049,2295.166748,20335273,2062.611769,2094.996070,2031.294127,2065.713748,2059.089810,22991851.784314
2020-09-15,2311.949951,2325.75,2288.149902,2318.850098,2311.414551,12542824,2067.406734,2099.433645,2036.233661,2070.581754,2063.942209,22790908.942308
2020-09-16,2320,2369.350098,2310.550049,2324.550049,2317.096191,15668979,2072.172644,2104.526409,2041.409442,2075.373609,2068.718699,22656532.905660
2020-09-17,2320,2333.699951,2291.850098,2298.75,2291.378906,11919927,2076.762040,2108.770363,2046.047232,2079.510209,2072.842037,22457706.870370
2020-09-18,2314.25,2319.449951,2276.550049,2305.699951,2298.306396,15264068,2081.080003,2112.600901,2050.238193,2083.622750,2076.941388,22326913.436364
2020-09-21,2300,2336,2247.350098,2255.850098,2248.616455,15519031,2084.989288,2116.590171,2053.758048,2086.698238,2080.007015,22205344.107143
2020-09-22,2277,2277,2201.550049,2211.149902,2204.05957,16056620,2088.357897,2119.404378,2056.350890,2088.881600,2082.183375,22097471.754386
2020-09-23,2260,2276.75,2205.300049,2230.800049,2223.646729,19839282,2091.317244,2122.117234,2058.918979,2091.328470,2084.622399,22058537.448276
2020-09-24,2207.899902,2226,2176.050049,2181.199951,2174.205811,13764841,2093.293221,2123.877959,2060.904251,2092.851716,2086.140762,21917966.322034
2020-09-25,2189,2212.800049,2167.300049,2201.699951,2194.639893,13095028,2094.888334,2125.359993,2062.677515,2094.665853,2087.949080,21770917.350000
2020-09-28,2227,2238,2207.050049,2216.25,2209.143311,9076248,2097.054099,2127.206551,2065.044278,2096.659036,2089.935871,21562808.016393
2020-09-29,2225,2264,2216.25,2245.050049,2237.851074,11926328,2099.117743,2129.412897,2067.483080,2099.052439,2092.321600,21407380.919355
2020-09-30,2260,2267,2225,2234.350098,2227.185303,11290667,2101.671429,2131.596819,2069.983348,2101.200021,2094.462294,21246798.158730
2020-10-01,2263.800049,2263.800049,2214,2225.25,2218.114502,9591456,2104.204689,2133.662495,2072.233608,2103.138302,2096.394360,21064683.437500
2020-10-05,2244,2249.149902,2206,2212.199951,2205.106201,8732869,2106.355386,2135.439224,2074.291553,2104.816173,2098.066849,20874963.215385
2020-10-06,2225.25,2233.899902,2201.649902,2210.350098,2203.262451,8497216,2108.156820,2136.931052,2076.221225,2106.415172,2099.660722,20687421.590909
2020-10-07,2235,2309,2220,2257.5,2250.260986,24538346,2110.050001,2139.499246,2078.367177,2108.670170,2101.908487,20744898.074627
2020-10-08,2259,2268,2222.100098,2239.25,2232.06958,9727405,2112.240443,2141.388963,2080.480896,2110.590461,2103.822621,20582876.117647
2020-10-09,2235,2253,2217.100098,2233.449951,2226.288086,8558745,2114.019567,2143.006514,2082.460884,2112.371034,2105.597483,20408613.347826
2020-10-12,2235,2255.75,2226.25,2237.050049,2229.876709,6565515,2115.747859,2144.617135,2084.515015,2114.152162,2107.372900,20210854.800000
